,분류,충전소,주소,이용가능시간,타입,충전기용량,lon,lat,요금
1616,충전소,자유렌트카,제주특별자치도 제주시 제성1길 75자유렌트카(도두일동 1175-1),24시간 이용가능,DC차데모+DC콤보,50kW,126.4827221,33.4961139,"주간: 234원
야간: 198원"
1617,충전소,장촌한우마을,제주특별자치도 제주시 애월읍 천덕로 440-4장촌한우마을(어음리 2473-1),24시간 이용가능,DC차데모+DC콤보,100kW,126.3388293,33.4200755,"주간: 234원
야간: 198원"
1618,충전소,제이이피,제주특별자치도 서귀포시 태평로120번길 20더루체하우제(루체 하우제),24시간 이용가능,DC차데모+AC3상+DC콤보,50kW,126.5359952,33.2421779,"주간: 234원
야간: 198원"
1619,충전소,제주 레일파크,제주특별자치도 제주시 구좌읍 용눈이오름로 641(종달리 4639),24시간 이용가능,DC차데모+DC콤보,정보없음,126.8781395,33.4826249,"주간: 234원
야간: 198원"
1620,충전소,제주다와풀빌라,제주특별자치도 서귀포시 안덕면 소기왓로 81-4다와풀빌라 애견펜션(창천리 705-7),24시간 이용가능,DC차데모+AC3상+DC콤보,50kW,126.3680084,33.2415837,"주간: 234원
야간: 198원"
1621,충전소,제주담,제주특별자치도 제주시 구좌읍 비자림로 1575제주담식당(송당리 2250-2),24시간 이용가능,DC차데모+AC3상+DC콤보,50kW,126.7677935,33.4509119,"주간: 234원
야간: 198원"
1622,충전소,제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885제주안전체험관(어음리 41-4),24시간 이용가능,DC차데모+DC콤보,50kW,126.3641825,33.3769748,"주간: 234원
야간: 198원"
1623,충전소,제주코,제주특별자치도 제주시 한림읍 중산간서로 4494제주코 흑돼지(명월리 405-11),24시간 이용가능,DC차데모+DC콤보,50kW,126.2845786,33.3726752,"주간: 234원
야간: 198원"
1624,충전소,창고내음식점,제주특별자치도 서귀포시 안덕면 창천중앙로 55창고내음식점(106-4 창천건강관리실),24시간 이용가능,DC차데모+DC콤보,50kW,126.3692849,33.2673575,"주간: 234원
야간: 198원"
1625,충전소,창천리복지회관,제주특별자치도 서귀포시 안덕면 창천중앙로 31창천리마을복지회관(창천리 93-2),24시간 이용가능,DC차데모+DC콤보,50kW,126.368564,33.265609,"주간: 234원
야간: 198원"
1626,충전소,칠삭갈비,제주특별자치도 제주시 연신로 118(이도이동 116-8),24시간 이용가능,DC차데모+AC3상+DC콤보,정보없음,126.5505515,33.4915155,"주간: 234원
야간: 198원"
1627,충전소,캐릭파크,제주특별자치도 제주시 조천읍 선교로 266캐릭파크(선흘리 2019-3),24시간 이용가능,DC차데모+DC콤보,100kW,126.7006276,33.4793521,"주간: 234원
야간: 198원"
1628,충전소,콩창고,제주특별자치도 제주시 한림읍 명월성로 55(동명리 2086-1),24시간 이용가능,DC차데모+AC3상+DC콤보,정보없음,126.2638966,33.4039216,"주간: 234원
야간: 198원"
1629,충전소,티라호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41(고성리 437-1),24시간 이용가능,DC차데모+AC3상+DC콤보,정보없음,126.9207077,33.4493736,"주간: 234원
야간: 198원"
1630,충전소,파파빌레,제주특별자치도 제주시 조천읍 남조로 2185파파빌레(와흘리 165-8),24시간 이용가능,DC차데모+AC3상+DC콤보,50kW,126.6610258,33.4607223,"주간: 234원
야간: 198원"
1631,충전소,포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1포레스트사파리(선흘리 1817),24시간 이용가능,DC차데모+DC콤보,50kW,126.7088403,33.4628154,"주간: 234원
야간: 198원"
1632,충전소,한림 기숙사,제주특별자치도 제주시 한림읍 한림중앙로 113(동명리 1540-6),24시간 이용가능,AC완속,정보없음,126.2692104,33.4056231,"주간: 234원
야간: 198원"
1633,충전소,한림교회,제주특별자치도 제주시 한림읍 한림로14길 13한림교회(1284 한림교회),24시간 이용가능,DC차데모+DC콤보,50kW,126.266916,33.4159308,"주간: 234원
야간: 198원"
1634,충전소,한림수협,제주특별자치도 제주시 한림읍 한림로 623-12(한림리 1375-2),24시간 이용가능,DC차데모+AC3상+DC콤보,정보없음,126.2600475,33.4125963,"주간: 234원
야간: 198원"
1635,충전소,한림항공,제주특별자치도 제주시 한림읍 한수5길 6(한수리 920-24),24시간 이용가능,AC완속,7kW,126.2632866,33.4214487,"주간: 234원
야간: 198원"
1636,충전소,한앤솜하우스,제주특별자치도 제주시 진군남2길 10-5한앤솜하우스(노형동 1576-10),24시간 이용가능,DC차데모+AC3상+DC콤보,50kW,126.4777639,33.4752593,"주간: 234원
야간: 198원"
1637,충전소,홍대감더덕토종닭,제주특별자치도 제주시 구좌읍 비자림로 1772홍대감더덕토종닭(송당리 1885-1),24시간 이용가능,DC차데모+DC콤보,50kW,126.7739995,33.4670275,"주간: 234원
야간: 198원"
1638,충전소,휴안스테이호텔,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 4(성산리 177-3),24시간 이용가능,DC차데모+AC3상+DC콤보,정보없음,126.9337561,33.4631074,"주간: 234원
야간: 198원"
1639,충전소,(주)신한은행 제주중앙금융센터(늘푸른펠리스),제주특별자치도 제주시 한경면 고산로6길 2,24시간 이용가능,AC완속,정보없음,126.1799792,33.3067503,"주간: 234원
야간: 198원"
1640,충전소,(주)쎄미시스코,제주특별자치도 제주시 연북로 746,24시간 이용가능,AC완속,정보없음,126.518754,33.4858923,"주간: 234원
야간: 198원"
1641,충전소,(주)외도339,제주특별자치도 제주시 일주서로 7345,24시간 이용가능,AC완속,정보없음,126.4317907,33.4937566,"주간: 234원
야간: 198원"
1642,충전소,(주)유림종합건설/노형휴다온,제주특별자치도 제주시 월산남길 59,09:00~18:00,AC완속,정보없음,126.4672993,33.4641467,"주간: 234원
야간: 198원"
1643,충전소,가나안교회,제주특별자치도 서귀포시 표선면 성읍이리로47번길 11,24시간 이용가능,AC완속,정보없음,126.7710236,33.4153447,"주간: 234원
야간: 198원"
1644,충전소,가시리교회,제주특별자치도 서귀포시 표선면 중산간동로 5236-7가시리교회(가시리 2072-1),24시간 이용가능,AC완속,정보없음,126.7719823,33.3512301,"주간: 234원
야간: 198원"
1645,충전소,가시리은하수가든,제주특별자치도 서귀포시 표선면 중산간동로 5123,24시간 이용가능,AC완속,정보없음,126.7805125,33.3662211,"주간: 234원
야간: 198원"
1646,충전소,강정부동산컨설팅,제주특별자치도 서귀포시 일주서로 98,09:00~18:00,AC완속,정보없음,126.4353135,33.2584326,"주간: 234원
야간: 198원"
1647,충전소,거문오름꿈의숲,제주특별자치도 제주시 조천읍 선교로 201-24,24시간 이용가능,AC완속,정보없음,126.7021637,33.4863234,"주간: 234원
야간: 198원"
1648,충전소,경진자동차공업사,제주특별자치도 제주시 애월읍 평화로 2681,24시간 이용가능,AC완속,정보없음,126.4327998,33.4449483,"주간: 234원
야간: 198원"
1649,충전소,고망난돌민박가든,제주특별자치도 서귀포시 성산읍 일주동로 5464,24시간 이용가능,AC완속,정보없음,126.8578971,33.353105,"주간: 234원
야간: 198원"
1650,충전소,고성2119,제주특별자치도 서귀포시 성산읍 서성일로1136번길 10-1,24시간 이용가능,AC완속,정보없음,126.8997866,33.444467,"주간: 234원
야간: 198원"
1651,충전소,고스트하우스,제주특별자치도 제주시 애월읍 부룡수길 35-12,24시간 이용가능,AC완속,정보없음,126.3553798,33.4749472,"주간: 234원
야간: 198원"
1652,충전소,고평갯드르식당,제주특별자치도 제주시 조천읍 남조로 2368,24시간 이용가능,AC완속,정보없음,126.6560128,33.4755236,"주간: 234원
야간: 198원"
1653,충전소,광령자동차공업사,제주특별자치도 제주시 애월읍 광령평화4길 6,24시간 이용가능,AC완속,정보없음,126.4342451,33.4442336,"주간: 234원
야간: 198원"
1654,충전소,광명식당,제주특별자치도 제주시 애월읍 광성로 299,24시간 이용가능,AC완속,정보없음,126.4391936,33.4610749,"주간: 234원
야간: 198원"
1655,충전소,광치기흑돼지,제주특별자치도 서귀포시 성산읍 일출로 86,09:00~18:00,AC완속,정보없음,126.9242718,33.4542884,"주간: 234원
야간: 198원"
1656,충전소,귀덕편의점,제주특별자치도 제주시 한림읍 귀덕4길 1,24시간 이용가능,AC완속,정보없음,126.2865694,33.4313322,"주간: 234원
야간: 198원"
1657,충전소,그림리조트,제주특별자치도 제주시 서해안로 620-1,24시간 이용가능,AC완속,정보없음,126.5036099,33.516304,"주간: 234원
야간: 198원"
1658,충전소,금단영,제주특별자치도 제주시 한경면 일주서로 4466,24시간 이용가능,AC완속,정보없음,126.1898997,33.3414039,"주간: 234원
야간: 198원"
1659,충전소,기아오토큐외도점,제주특별자치도 제주시 연대마을길 75실외주차장,24시간 이용가능,AC완속,정보없음,126.4240429,33.4924755,"주간: 234원
야간: 198원"
1660,충전소,김경희부동산,제주특별자치도 제주시 서광로 78-9,24시간 이용가능,AC완속,정보없음,126.5050896,33.4994816,"주간: 234원
야간: 198원"
1661,충전소,김녕드림타운,제주특별자치도 제주시 구좌읍 김녕로1길 25-1,09:00~18:00,AC완속,정보없음,126.7491307,33.5566956,"주간: 234원
야간: 198원"
1662,충전소,김녕성당,제주특별자치도 제주시 구좌읍 김녕로8길 5-2,24시간 이용가능,AC완속,정보없음,126.7486552,33.5537298,"주간: 234원
야간: 198원"
1663,충전소,꽃돼지,제주특별자치도 서귀포시 이어도로 227,24시간 이용가능,AC완속,정보없음,126.4439877,33.242032,"주간: 234원
야간: 198원"
1664,충전소,꿈의교회,제주특별자치도 서귀포시 효돈로 75,24시간 이용가능,AC완속,정보없음,126.6070279,33.2629539,"주간: 234원
야간: 198원"
1665,충전소,나무향기민박,제주특별자치도 제주시 도리로 62,24시간 이용가능,AC완속,정보없음,126.4589554,33.4988406,"주간: 234원
야간: 198원"
1666,충전소,난드르바당,제주특별자치도 서귀포시 하예하동로16번길 11-1,24시간 이용가능,AC완속,정보없음,126.3712777,33.2346331,"주간: 234원
야간: 198원"
1667,충전소,남건휴먼스파스텔빌리지,제주특별자치도 제주시 애월읍 하광로 246,09:00~18:00,AC완속,정보없음,126.4227085,33.4621944,"주간: 234원
야간: 198원"
1668,충전소,남원자동차공업사,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,24시간 이용가능,AC완속,정보없음,126.7238358,33.2839885,"주간: 234원
야간: 198원"
1669,충전소,놀놀,제주특별자치도 제주시 구좌읍 비자림로 2228,09:00~18:00,AC완속,정보없음,126.7724183,33.467852,"주간: 234원
야간: 198원"
1670,충전소,농업회사법인주식회사블랙푸드,제주특별자치도 제주시 조천읍 와선로 254,24시간 이용가능,AC완속,정보없음,126.6996539,33.4849961,"주간: 234원
야간: 198원"
1671,충전소,뉴스보이버거펍제주,제주특별자치도 제주시 구좌읍 월정1길 27,24시간 이용가능,AC완속,정보없음,126.793166,33.5562274,"주간: 234원
야간: 198원"
1672,충전소,늘예솔,제주특별자치도 서귀포시 성산읍 일주동로 5335,24시간 이용가능,AC완속,정보없음,126.8657009,33.3628276,"주간: 234원
야간: 198원"
1673,충전소,다온빌,제주특별자치도 제주시 도평길 53,09:00~18:00,AC완속,정보없음,126.448823,33.4786469,"주간: 234원
야간: 198원"
1674,충전소,대어,제주특별자치도 제주시 서해안로 620-12,24시간 이용가능,AC완속,정보없음,126.5032283,33.5168367,"주간: 234원
야간: 198원"
1675,충전소,대자연가든,제주특별자치도 제주시 조천읍 신북로 618,24시간 이용가능,AC완속,정보없음,126.6458435,33.5386704,"주간: 234원
야간: 198원"
1676,충전소,대주개발,제주특별자치도 제주시 구좌읍 중산간동로 1909,24시간 이용가능,AC완속,정보없음,126.7701439,33.4741742,"주간: 234원
야간: 198원"
1677,충전소,더빌라스오션,제주특별자치도 서귀포시 남원읍 태신해안로 271,24시간 이용가능,AC완속,정보없음,126.763215,33.2969817,"주간: 234원
야간: 198원"
1678,충전소,더파스텔팬션,제주특별자치도 서귀포시 안덕면 화순로 125,24시간 이용가능,AC완속,정보없음,126.3329674,33.246046,"주간: 234원
야간: 198원"
1679,충전소,더풍성한교회,제주특별자치도 서귀포시 중산간동로7929번길 12더풍성한교회(동홍동 1193),24시간 이용가능,AC완속,정보없음,126.5689503,33.264625,"주간: 234원
야간: 198원"
1680,충전소,덕우자동차공업사,제주특별자치도 제주시 애월읍 일주서로 6372-7,24시간 이용가능,AC완속,정보없음,126.335301,33.4614316,"주간: 234원
야간: 198원"
1681,충전소,도련재원카,제주특별자치도 제주시 생목수원로 21,24시간 이용가능,AC완속,정보없음,126.6032531,33.5063376,"주간: 234원
야간: 198원"
1682,충전소,동일1리 마을회,제주특별자치도 서귀포시 대정읍 동일하모로 88,24시간 이용가능,AC완속,정보없음,126.2412647,33.2280005,"주간: 234원
야간: 198원"
1683,충전소,두바퀴펜션,제주특별자치도 서귀포시 대정읍 도원로 89,24시간 이용가능,AC완속,정보없음,126.1856442,33.2807833,"주간: 234원
야간: 198원"
1684,충전소,드라마오션,제주특별자치도 제주시 애월읍 금성5길 42-15,24시간 이용가능,AC완속,정보없음,126.3012418,33.4478775,"주간: 234원
야간: 198원"
1685,충전소,뜨레피아,제주특별자치도 서귀포시 월평하원로 111,24시간 이용가능,AC완속,정보없음,126.4589332,33.2493289,"주간: 234원
야간: 198원"
1686,충전소,램하우스,제주특별자치도 제주시 조천읍 교래1길 45,24시간 이용가능,AC완속,정보없음,126.6736319,33.4362496,"주간: 234원
야간: 198원"
1687,충전소,런호텔,제주특별자치도 서귀포시 태평로431번길 20,24시간 이용가능,AC완속,정보없음,126.5660362,33.247538,"주간: 234원
야간: 198원"
1688,충전소,레몬트리,제주특별자치도 제주시 애월읍 가문동길 4,24시간 이용가능,AC완속,정보없음,126.3950795,33.4839357,"주간: 234원
야간: 198원"
1689,충전소,마린뷰빌리지,제주특별자치도 제주시 한경면 용수3길 45,09:00~18:00,AC완속,정보없음,126.1671678,33.3243621,"주간: 234원
야간: 198원"
1690,충전소,머문공간,제주특별자치도 서귀포시 성산읍 온평포구로54번길 61,09:00~18:00,AC완속,정보없음,126.8986343,33.3985583,"주간: 234원
야간: 198원"
1691,충전소,목마,제주특별자치도 제주시 곤을길 23,24시간 이용가능,AC완속,정보없음,126.5596598,33.5231009,"주간: 234원
야간: 198원"
1692,충전소,몽땅,제주특별자치도 제주시 한경면 연명로 385,24시간 이용가능,AC완속,정보없음,126.2511949,33.3001516,"주간: 234원
야간: 198원"
1693,충전소,무릉1리마을회,제주특별자치도 서귀포시 대정읍 서삼중로 81,24시간 이용가능,AC완속,정보없음,126.203086,33.2701383,"주간: 234원
야간: 198원"
1694,충전소,물고기나무,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,24시간 이용가능,AC완속,정보없음,126.8416603,33.4119114,"주간: 234원
야간: 198원"
1695,충전소,바다스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,24시간 이용가능,AC완속,정보없음,126.3099849,33.2349991,"주간: 234원
야간: 198원"
1696,충전소,바이더힐,제주특별자치도 제주시 애월읍 항파두리로 148,24시간 이용가능,AC완속,정보없음,126.4051768,33.4464141,"주간: 234원
야간: 198원"
1697,충전소,밸리통나무빌리지,제주특별자치도 서귀포시 남원읍 하례로 292,24시간 이용가능,AC완속,정보없음,126.6232058,33.2732006,"주간: 234원
야간: 198원"
1698,충전소,별빛하늘,제주특별자치도 서귀포시 남원읍 중산간동로 6264,24시간 이용가능,AC완속,정보없음,126.6708275,33.3039456,"주간: 234원
야간: 198원"
1699,충전소,부강자동차공업사,제주특별자치도 서귀포시 성산읍 서성일로 904,24시간 이용가능,AC완속,정보없음,126.8763449,33.4388931,"주간: 234원
야간: 198원"
1700,충전소,블랙랜드레이스,제주특별자치도 서귀포시 표선면 일주동로 6343,24시간 이용가능,AC완속,정보없음,126.8101675,33.3182112,"주간: 234원
야간: 198원"
1701,충전소,블랙업커피,제주특별자치도 서귀포시 성산읍 한도로 82,24시간 이용가능,AC완속,정보없음,126.9239401,33.467855,"주간: 234원
야간: 198원"
1702,충전소,비스타케이호텔,제주특별자치도 서귀포시 김정문화로41번길 10-6,24시간 이용가능,AC완속,정보없음,126.5098556,33.2523208,"주간: 234원
야간: 198원"
1703,충전소,비어라운드,제주특별자치도 제주시 구좌읍 하도9길 72,24시간 이용가능,AC완속,정보없음,126.8877209,33.5141491,"주간: 234원
야간: 198원"
1704,충전소,빅타이어서귀포점,제주특별자치도 서귀포시 동홍중앙로 82,24시간 이용가능,AC완속,정보없음,126.5724487,33.257821,"주간: 234원
야간: 198원"
1705,충전소,빅타이어조천점,제주특별자치도 제주시 조천읍 일주동로 959,24시간 이용가능,AC완속,정보없음,126.6432372,33.5351802,"주간: 234원
야간: 198원"
1706,충전소,사랑샘교회,제주특별자치도 제주시 조천읍 조천우회로 203,24시간 이용가능,AC완속,정보없음,126.6342455,33.5344076,"주간: 234원
야간: 198원"
1707,충전소,산들휴게소,제주특별자치도 제주시 한림읍 중산간서로 4080,24시간 이용가능,AC완속,정보없음,126.2849685,33.3849521,"주간: 234원
야간: 198원"
1708,충전소,산방자동차공업사,제주특별자치도 서귀포시 안덕면 서광남로 50,24시간 이용가능,AC완속,정보없음,126.303568,33.2783733,"주간: 234원
야간: 198원"
1709,충전소,상원가든,제주특별자치도 서귀포시 대정읍 송악관광로 132,24시간 이용가능,AC완속,정보없음,126.2653741,33.2217486,"주간: 234원
야간: 198원"
1710,충전소,상호네숯불구이,제주특별자치도 제주시 남광로 146,09:00~18:00,AC완속,정보없음,126.5497305,33.4990051,"주간: 234원
야간: 198원"
1711,충전소,새서귀포교회,제주특별자치도 서귀포시 신서로48번길 20-8,24시간 이용가능,AC완속,정보없음,126.5069815,33.2531662,"주간: 234원
야간: 198원"
1712,충전소,생돈우리,제주특별자치도 제주시 우평로 38,24시간 이용가능,AC완속,정보없음,126.4619095,33.4799013,"주간: 234원
야간: 198원"
1713,충전소,샤이니,제주특별자치도 제주시 구좌읍 송당4길 7,09:00~18:00,AC완속,정보없음,126.7843365,33.470568,"주간: 234원
야간: 198원"
1714,충전소,서귀포고등학교,제주특별자치도 서귀포시 중앙로 140,24시간 이용가능,AC완속,정보없음,126.563671,33.2583114,"주간: 234원
야간: 198원"
1715,충전소,서귀포샘물교회,제주특별자치도 서귀포시 중산간동로 7983,24시간 이용가능,AC완속,정보없음,126.5639572,33.2646917,"주간: 234원
야간: 198원"
1716,충전소,서귀포흑돼지명가,제주특별자치도 서귀포시 태평로 122,24시간 이용가능,AC완속,정보없음,126.5364328,33.2440549,"주간: 234원
야간: 198원"
1717,충전소,서림교회,"제주특별자치도 서귀포시 대정읍 서림중앙로 45 (일과리, 서림교회)",24시간 이용가능,AC완속,정보없음,126.2255104,33.2462884,"주간: 234원
야간: 198원"
1718,충전소,서호요양원,제주특별자치도 서귀포시 서호호근로238번길 10,24시간 이용가능,AC완속,정보없음,126.5209527,33.2679517,"주간: 234원
야간: 198원"
1719,충전소,선돌선덕사,제주특별자치도 서귀포시 516로771번길 64,24시간 이용가능,AC완속,정보없음,126.593503,33.3203079,"주간: 234원
야간: 198원"
1720,충전소,선지왓숯불갈비,제주특별자치도 서귀포시 토평남로48번길 15,24시간 이용가능,AC완속,정보없음,126.595949,33.2632373,"주간: 234원
야간: 198원"
1721,충전소,성산서부교회,제주특별자치도 서귀포시 성산읍 고성중앙로 52,24시간 이용가능,AC완속,정보없음,126.9078751,33.4481315,"주간: 234원
야간: 198원"
1722,충전소,성산스튜디오,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,24시간 이용가능,AC완속,정보없음,126.9207077,33.4493736,"주간: 234원
야간: 198원"
1723,충전소,성아자동차공업사,제주특별자치도 제주시 한림읍 한수풀로 127-3성아자동차공업사(대림리 426-1),24시간 이용가능,AC완속,정보없음,126.2755779,33.4220557,"주간: 234원
야간: 198원"
1724,충전소,성일교회,제주특별자치도 제주시 우령8길 76,24시간 이용가능,AC완속,정보없음,126.4273432,33.4845522,"주간: 234원
야간: 198원"
1725,충전소,세계술박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,24시간 이용가능,AC완속,정보없음,126.8229339,33.3530237,"주간: 234원
야간: 198원"
1726,충전소,세화마구간,제주특별자치도 제주시 구좌읍 면수길 49,09:00~18:00,AC완속,정보없음,126.8652797,33.5248076,"주간: 234원
야간: 198원"
1727,충전소,소랑호젠펜션,제주특별자치도 서귀포시 남원읍 태위로 545소랑호젠펜션(남원리 2356-1),24시간 이용가능,AC완속,정보없음,126.707391,33.280681,"주간: 234원
야간: 198원"
1728,충전소,수원리새마을회,제주특별자치도 제주시 한림읍 수원9길 2수원리새마을회(수원리 277-16),24시간 이용가능,AC완속,정보없음,126.2707252,33.4274605,"주간: 234원
야간: 198원"
1729,충전소,스마일공업사,제주특별자치도 제주시 애월읍 고내로 77,24시간 이용가능,AC완속,정보없음,126.3449624,33.4653177,"주간: 234원
야간: 198원"
1730,충전소,스카이리더스호텔,제주특별자치도 제주시 신광로 106,09:00~18:00,AC완속,정보없음,126.4896573,33.4826164,"주간: 234원
야간: 198원"
1731,충전소,스테이상상,제주특별자치도 제주시 구좌읍 월정7길 55,24시간 이용가능,AC완속,정보없음,126.7960384,33.5550905,"주간: 234원
야간: 198원"
1732,충전소,시온교회,제주특별자치도 서귀포시 516로 453,24시간 이용가능,AC완속,정보없음,126.5937471,33.2912582,"주간: 234원
야간: 198원"
1733,충전소,신도2리마을회,제주특별자치도 서귀포시 대정읍 도원로 43,24시간 이용가능,AC완속,정보없음,126.1749091,33.2775937,"주간: 234원
야간: 198원"
1734,충전소,신동부삼무하이빌,제주특별자치도 제주시 삼무로 19,09:00~18:00,AC완속,정보없음,126.4888593,33.4901554,"주간: 234원
야간: 198원"
1735,충전소,신한일,제주특별자치도 제주시 선반로 19,24시간 이용가능,AC완속,정보없음,126.5602901,33.5150717,"주간: 234원
야간: 198원"
1736,충전소,실버스타,제주특별자치도 서귀포시 대정읍 상모로289번길 16-7,24시간 이용가능,AC완속,정보없음,126.2570098,33.2226586,"주간: 234원
야간: 198원"
1737,충전소,씨앤힐스파펜션,제주특별자치도 제주시 애월읍 애월해안로 412,24시간 이용가능,AC완속,정보없음,126.3665625,33.4782235,"주간: 234원
야간: 198원"
1738,충전소,아름다운교회,제주특별자치도 제주시 중앙로 457,24시간 이용가능,AC완속,정보없음,126.5442288,33.4825158,"주간: 234원
야간: 198원"
1739,충전소,아마스빌호스텔,제주특별자치도 제주시 애월읍 신엄안3길 101,09:00~18:00,AC완속,정보없음,126.3569894,33.4722123,"주간: 234원
야간: 198원"
1740,충전소,아파트먼트커피,제주특별자치도 제주시 한경면 청수서2길 96,24시간 이용가능,AC완속,정보없음,126.2457354,33.3184224,"주간: 234원
야간: 198원"
1741,충전소,애월리에,제주특별자치도 제주시 애월읍 엄수로 8-11,24시간 이용가능,AC완속,정보없음,126.3862356,33.4689749,"주간: 234원
야간: 198원"
1742,충전소,애월스테이관광호텔,제주특별자치도 제주시 애월읍 중엄3길 50,24시간 이용가능,AC완속,정보없음,126.3716952,33.4779996,"주간: 234원
야간: 198원"
1743,충전소,어사촌도야지,제주특별자치도 제주시 애월읍 천덕로 440-6,24시간 이용가능,AC완속,정보없음,126.3388829,33.42007,"주간: 234원
야간: 198원"
1744,충전소,어썸,제주특별자치도 서귀포시 예래로 31,24시간 이용가능,AC완속,정보없음,126.3852784,33.2451213,"주간: 234원
야간: 198원"
1745,충전소,에피소드,제주특별자치도 제주시 한경면 고조로 62,24시간 이용가능,AC완속,정보없음,126.1881704,33.3058146,"주간: 234원
야간: 198원"
1746,충전소,엔파제주호텔,제주특별자치도 서귀포시 성산읍 서성일로 726-11,24시간 이용가능,AC완속,정보없음,126.8614156,33.4277138,"주간: 234원
야간: 198원"
1747,충전소,엠닷에이,제주특별자치도 제주시 한경면 판포1길 6,24시간 이용가능,AC완속,정보없음,126.1993568,33.3650492,"주간: 234원
야간: 198원"
1748,충전소,연암재,제주특별자치도 서귀포시 안덕면 사계북로 76,24시간 이용가능,AC완속,정보없음,126.2966466,33.2355381,"주간: 234원
야간: 198원"
1749,충전소,예촌연수네가든,제주특별자치도 서귀포시 남원읍 신례동로 60,24시간 이용가능,AC완속,정보없음,126.6368304,33.3005604,"주간: 234원
야간: 198원"
1750,충전소,옛정의골식당,제주특별자치도 서귀포시 표선면 중산간동로 4592,24시간 이용가능,AC완속,정보없음,126.805009,33.3891366,"주간: 234원
야간: 198원"
1751,충전소,오름식당,제주특별자치도 제주시 조천읍 비자림로 657,24시간 이용가능,AC완속,정보없음,126.6766957,33.4370902,"주간: 234원
야간: 198원"
1752,충전소,오리지날로맨스,제주특별자치도 제주시 한림읍 옹포2길 1실외주차장,24시간 이용가능,AC완속,정보없음,126.2514407,33.3986066,"주간: 234원
야간: 198원"
1753,충전소,오션파크,제주특별자치도 제주시 도두항서길 53,24시간 이용가능,AC완속,정보없음,126.4639129,33.5052401,"주간: 234원
야간: 198원"
1754,충전소,오조로식당,제주특별자치도 서귀포시 성산읍 오조로 131,09:00~18:00,AC완속,정보없음,126.9139939,33.4610534,"주간: 234원
야간: 198원"
1755,충전소,올레민박,제주특별자치도 서귀포시 성산읍 온평포구로 63,09:00~18:00,AC완속,정보없음,126.9025826,33.4025335,"주간: 234원
야간: 198원"
1756,충전소,올레요리조트,제주특별자치도 서귀포시 이어도로 720,24시간 이용가능,AC완속,정보없음,126.4927756,33.234751,"주간: 234원
야간: 198원"
1757,충전소,우성자동차공업사,제주특별자치도 서귀포시 토평공단로 145,24시간 이용가능,AC완속,정보없음,126.5814438,33.2939918,"주간: 234원
야간: 198원"
1758,충전소,우정골프연습장,제주특별자치도 제주시 아연로 131-3실외주차장,24시간 이용가능,AC완속,정보없음,126.5058869,33.4734215,"주간: 234원
야간: 198원"
1759,충전소,월드컵흑돼지,제주특별자치도 서귀포시 월드컵로 74,24시간 이용가능,AC완속,정보없음,126.5051929,33.2430676,"주간: 234원
야간: 198원"
1760,충전소,웨스티하우스,제주특별자치도 서귀포시 안덕면 일주서로1488번길 9,24시간 이용가능,AC완속,정보없음,126.3568076,33.260905,"주간: 234원
야간: 198원"
1761,충전소,위미중학교,제주특별자치도 서귀포시 남원읍 위미상원북로 34,24시간 이용가능,AC완속,정보없음,126.664091,33.2803728,"주간: 234원
야간: 198원"
1762,충전소,유정빌리지 입주자회의,제주특별자치도 제주시 남광로 176,09:00~18:00,AC완속,정보없음,126.5525616,33.5002418,"주간: 234원
야간: 198원"
1763,충전소,이디오라게,제주특별자치도 서귀포시 예래로 411,24시간 이용가능,AC완속,정보없음,126.3852784,33.2451213,"주간: 234원
야간: 198원"
1764,충전소,이디하우스,제주특별자치도 제주시 구좌읍 해녀박물관길 33-2,24시간 이용가능,AC완속,정보없음,126.8614044,33.5239029,"주간: 234원
야간: 198원"
1765,충전소,이야기별방,제주특별자치도 제주시 구좌읍 해맞이해안로 2040이야기별방(종달리 1407),24시간 이용가능,AC완속,정보없음,126.8804954,33.4880673,"주간: 234원
야간: 198원"
1766,충전소,이호리조트,제주특별자치도 제주시 도리로 106-16,24시간 이용가능,AC완속,정보없음,126.4634613,33.4993699,"주간: 234원
야간: 198원"
1767,충전소,자유도시빌,제주특별자치도 서귀포시 색달로64번길 71,09:00~18:00,AC완속,정보없음,126.4143604,33.2615448,"주간: 234원
야간: 198원"
1768,충전소,제주교회,제주특별자치도 제주시 애월읍 하귀26길 6,24시간 이용가능,AC완속,정보없음,126.3956936,33.4802121,"주간: 234원
야간: 198원"
1769,충전소,제주나르샤리조트,제주특별자치도 서귀포시 안덕면 사계북로 52,24시간 이용가능,AC완속,정보없음,126.2966466,33.2355381,"주간: 234원
야간: 198원"
1770,충전소,제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162,24시간 이용가능,AC완속,정보없음,126.2421759,33.3989324,"주간: 234원
야간: 198원"
